p1 n1 s64
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl      l      l      l     lbb#!
!hhhhhhhhhhhhhhhhhhhhhhhhhhhh#bbl             l            lbb#!
