p3 n3 s64
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl   m  l      l      l   c lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl   v  l      l      l  v  lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
